proteinid,method,start,end,length,rna_class,position,signature,uniprot_accession,measurement_protein_id,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,frac_polar,frac_hydrophobic,frac_strong_hydro,frac_aromatic,frac_disorder,frac_positive,frac_negative,fcr,ncpr,frac_GS,uniprot_length,coverage_per_lcr
A0A140T8Y2|ensembl_protein_id=ENSP00000372942|entry=A0A140T8Y2_HUMAN|source=pfam27|protein_name=Guanine,SEG,351,369,19,pre-rRNA,distal_terminal,acidic_region,A0A140T8Y2|ensembl_protein_id=ENSP00000372942|entry=A0A140T8Y2_HUMAN|source=pfam27|protein_name=Guanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q53F19|ensembl_protein_id=ENSP00000373657|entry=NCBP3_HUMAN|source=pfam27|protein_name=Nuclear,SEG,339,358,20,unknown,unclassified_no_pfam,acidic_region,Q53F19|ensembl_protein_id=ENSP00000373657|entry=NCBP3_HUMAN|source=pfam27|protein_name=Nuclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96L91|ensembl_protein_id=ENSP00000374212|entry=EP400_HUMAN|source=pfam38|protein_name=E1A-binding,SEG,425,436,12,unknown,distal_terminal,acidic_region,Q96L91|ensembl_protein_id=ENSP00000374212|entry=EP400_HUMAN|source=pfam38|protein_name=E1A-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96L91|ensembl_protein_id=ENSP00000374212|entry=EP400_HUMAN|source=pfam38|protein_name=E1A-binding,SEG,2534,2566,33,unknown,distal_terminal,disorder_rich_spacer_region,Q96L91|ensembl_protein_id=ENSP00000374212|entry=EP400_HUMAN|source=pfam38|protein_name=E1A-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96L91|ensembl_protein_id=ENSP00000374212|entry=EP400_HUMAN|source=pfam38|protein_name=E1A-binding,SEG,2755,2783,29,unknown,distal_terminal,disorder_rich_spacer_region,Q96L91|ensembl_protein_id=ENSP00000374212|entry=EP400_HUMAN|source=pfam38|protein_name=E1A-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7Z6M4|ensembl_protein_id=ENSP00000375840|entry=MTEF4_HUMAN|source=pfam27|protein_name=Transcription,SEG,339,380,42,pre-rRNA,domain_adjacent,acidic_region,Q7Z6M4|ensembl_protein_id=ENSP00000375840|entry=MTEF4_HUMAN|source=pfam27|protein_name=Transcription,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BUJ2|ensembl_protein_id=ENSP00000375863|entry=HNRL1_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,611,625,15,mRNA,distal_terminal,rg_rgg_repeat_region,Q9BUJ2|ensembl_protein_id=ENSP00000375863|entry=HNRL1_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9BUJ2|ensembl_protein_id=ENSP00000375863|entry=HNRL1_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,691,714,24,mRNA,distal_terminal,disorder_rich_spacer_region,Q9BUJ2|ensembl_protein_id=ENSP00000375863|entry=HNRL1_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NYF8|ensembl_protein_id=ENSP00000376159|entry=BCLF1_HUMAN|source=pfam27|protein_name=Bcl-2-associated,SEG,5,30,26,mRNA,distal_terminal,sr_rs_repeat_region,Q9NYF8|ensembl_protein_id=ENSP00000376159|entry=BCLF1_HUMAN|source=pfam27|protein_name=Bcl-2-associated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NYF8|ensembl_protein_id=ENSP00000376159|entry=BCLF1_HUMAN|source=pfam27|protein_name=Bcl-2-associated,SEG,120,150,31,mRNA,domain_intrinsic,sr_rs_repeat_region,Q9NYF8|ensembl_protein_id=ENSP00000376159|entry=BCLF1_HUMAN|source=pfam27|protein_name=Bcl-2-associated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NYF8|ensembl_protein_id=ENSP00000376159|entry=BCLF1_HUMAN|source=pfam27|protein_name=Bcl-2-associated,SEG,748,763,16,mRNA,domain_edge,polar_linker,Q9NYF8|ensembl_protein_id=ENSP00000376159|entry=BCLF1_HUMAN|source=pfam27|protein_name=Bcl-2-associated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q66PJ3|ensembl_protein_id=ENSP00000376230|entry=AR6P4_HUMAN|source=pfam27|protein_name=ADP-ribosylation,SEG,73,97,25,mRNA,domain_intrinsic,disorder_rich_spacer_region,Q66PJ3|ensembl_protein_id=ENSP00000376230|entry=AR6P4_HUMAN|source=pfam27|protein_name=ADP-ribosylation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q66PJ3|ensembl_protein_id=ENSP00000376230|entry=AR6P4_HUMAN|source=pfam27|protein_name=ADP-ribosylation,SEG,100,127,28,mRNA,domain_intrinsic,arginine_rich_rna_contact_region,Q66PJ3|ensembl_protein_id=ENSP00000376230|entry=AR6P4_HUMAN|source=pfam27|protein_name=ADP-ribosylation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13595|ensembl_protein_id=ENSP00000376290|entry=TRA2A_HUMAN|source=pfam27|protein_name=Transformer-2,SEG,215,230,16,mRNA,domain_adjacent,disorder_rich_spacer_region,Q13595|ensembl_protein_id=ENSP00000376290|entry=TRA2A_HUMAN|source=pfam27|protein_name=Transformer-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UIF8|ensembl_protein_id=ENSP00000376533|entry=BAZ2B_HUMAN|source=pfam27|protein_name=Bromodomain,SEG,602,633,32,ncRNA,distal_terminal,acidic_region,Q9UIF8|ensembl_protein_id=ENSP00000376533|entry=BAZ2B_HUMAN|source=pfam27|protein_name=Bromodomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UIF8|ensembl_protein_id=ENSP00000376533|entry=BAZ2B_HUMAN|source=pfam27|protein_name=Bromodomain,SEG,1293,1319,27,ncRNA,distal_terminal,acidic_region,Q9UIF8|ensembl_protein_id=ENSP00000376533|entry=BAZ2B_HUMAN|source=pfam27|protein_name=Bromodomain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J3KPP4|ensembl_protein_id=ENSP00000376919|entry=J3KPP4_HUMAN|source=pfam27|protein_name=Luc7-like,SEG,247,282,36,mRNA,domain_adjacent,disorder_rich_spacer_region,J3KPP4|ensembl_protein_id=ENSP00000376919|entry=J3KPP4_HUMAN|source=pfam27|protein_name=Luc7-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J3KPP4|ensembl_protein_id=ENSP00000376919|entry=J3KPP4_HUMAN|source=pfam27|protein_name=Luc7-like,SEG,315,338,24,mRNA,distal_terminal,sr_rs_repeat_region,J3KPP4|ensembl_protein_id=ENSP00000376919|entry=J3KPP4_HUMAN|source=pfam27|protein_name=Luc7-like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O14647|ensembl_protein_id=ENSP00000377747|entry=CHD2_HUMAN|source=pfam38|protein_name=ATP-dependent,SEG,50,69,20,unknown,distal_terminal,acidic_region,O14647|ensembl_protein_id=ENSP00000377747|entry=CHD2_HUMAN|source=pfam38|protein_name=ATP-dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P35269|ensembl_protein_id=ENSP00000377969|entry=T2FA_HUMAN|source=pfam27|protein_name=General,SEG,308,327,20,mRNA,unclassified_no_pfam,acidic_region,P35269|ensembl_protein_id=ENSP00000377969|entry=T2FA_HUMAN|source=pfam27|protein_name=General,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T760|ensembl_protein_id=ENSP00000378568|entry=Q5T760_HUMAN|source=pfam27|protein_name=Serine,SEG,11,30,20,mRNA,domain_adjacent,disorder_rich_spacer_region,Q5T760|ensembl_protein_id=ENSP00000378568|entry=Q5T760_HUMAN|source=pfam27|protein_name=Serine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T760|ensembl_protein_id=ENSP00000378568|entry=Q5T760_HUMAN|source=pfam27|protein_name=Serine,SEG,245,258,14,mRNA,distal_terminal,sr_rs_repeat_region,Q5T760|ensembl_protein_id=ENSP00000378568|entry=Q5T760_HUMAN|source=pfam27|protein_name=Serine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5T760|ensembl_protein_id=ENSP00000378568|entry=Q5T760_HUMAN|source=pfam27|protein_name=Serine,SEG,261,288,28,mRNA,distal_terminal,sr_rs_repeat_region,Q5T760|ensembl_protein_id=ENSP00000378568|entry=Q5T760_HUMAN|source=pfam27|protein_name=Serine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P51825|ensembl_protein_id=ENSP00000378578|entry=AFF1_HUMAN|source=pfam27|protein_name=AF4/FMR2,SEG,469,493,25,mRNA,domain_intrinsic,acidic_region,P51825|ensembl_protein_id=ENSP00000378578|entry=AFF1_HUMAN|source=pfam27|protein_name=AF4/FMR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q99613|ensembl_protein_id=ENSP00000378953|entry=EIF3C_HUMAN|source=pfam27|protein_name=Eukaryotic,SEG,215,229,15,mRNA,domain_intrinsic,acidic_region,Q99613|ensembl_protein_id=ENSP00000378953|entry=EIF3C_HUMAN|source=pfam27|protein_name=Eukaryotic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96QR8|ensembl_protein_id=ENSP00000379051|entry=PURB_HUMAN|source=pfam27|protein_name=Transcriptional,SEG,200,213,14,mRNA,domain_intrinsic,disorder_rich_spacer_region,Q96QR8|ensembl_protein_id=ENSP00000379051|entry=PURB_HUMAN|source=pfam27|protein_name=Transcriptional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P50914|ensembl_protein_id=ENSP00000379506|entry=RL14_HUMAN|source=pfam27|protein_name=Large,SEG,142,164,23,ribosomal protein,domain_adjacent,disorder_rich_spacer_region,P50914|ensembl_protein_id=ENSP00000379506|entry=RL14_HUMAN|source=pfam27|protein_name=Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52LJ0|ensembl_protein_id=ENSP00000380734|entry=FA98B_HUMAN|source=pfam27|protein_name=tRNA-splicing,SEG,330,385,56,tRNA,domain_edge,cation_pi_rich_neighborhood,Q52LJ0|ensembl_protein_id=ENSP00000380734|entry=FA98B_HUMAN|source=pfam27|protein_name=tRNA-splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52LJ0|ensembl_protein_id=ENSP00000380734|entry=FA98B_HUMAN|source=pfam27|protein_name=tRNA-splicing,SEG,388,411,24,tRNA,distal_terminal,rg_rgg_repeat_region,Q52LJ0|ensembl_protein_id=ENSP00000380734|entry=FA98B_HUMAN|source=pfam27|protein_name=tRNA-splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q52LJ0|ensembl_protein_id=ENSP00000380734|entry=FA98B_HUMAN|source=pfam27|protein_name=tRNA-splicing,SEG,402,432,31,tRNA,distal_terminal,aromatic_sticker_region,Q52LJ0|ensembl_protein_id=ENSP00000380734|entry=FA98B_HUMAN|source=pfam27|protein_name=tRNA-splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q92945|ensembl_protein_id=ENSP00000381216|entry=FUBP2_HUMAN|source=pfam27|protein_name=Far,SEG,6,37,32,mRNA,distal_terminal,disorder_rich_spacer_region,Q92945|ensembl_protein_id=ENSP00000381216|entry=FUBP2_HUMAN|source=pfam27|protein_name=Far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q92945|ensembl_protein_id=ENSP00000381216|entry=FUBP2_HUMAN|source=pfam27|protein_name=Far,SEG,31,57,27,mRNA,distal_terminal,disorder_rich_spacer_region,Q92945|ensembl_protein_id=ENSP00000381216|entry=FUBP2_HUMAN|source=pfam27|protein_name=Far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q92945|ensembl_protein_id=ENSP00000381216|entry=FUBP2_HUMAN|source=pfam27|protein_name=Far,SEG,395,415,21,mRNA,interdomain_linker,disorder_rich_spacer_region,Q92945|ensembl_protein_id=ENSP00000381216|entry=FUBP2_HUMAN|source=pfam27|protein_name=Far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3L8U1|ensembl_protein_id=ENSP00000381522|entry=CHD9_HUMAN|source=pfam38|protein_name=ATP-dependent,SEG,2133,2197,65,unknown,interdomain_linker,polar_linker,Q3L8U1|ensembl_protein_id=ENSP00000381522|entry=CHD9_HUMAN|source=pfam38|protein_name=ATP-dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6P6C2|ensembl_protein_id=ENSP00000382091|entry=ALKB5_HUMAN|source=pfam27|protein_name=RNA,SEG,29,47,19,mRNA,distal_terminal,disorder_rich_spacer_region,Q6P6C2|ensembl_protein_id=ENSP00000382091|entry=ALKB5_HUMAN|source=pfam27|protein_name=RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q86XN8|ensembl_protein_id=ENSP00000384398|entry=MEX3D_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,9,24,16,mRNA,distal_terminal,disorder_rich_spacer_region,Q86XN8|ensembl_protein_id=ENSP00000384398|entry=MEX3D_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q86XN8|ensembl_protein_id=ENSP00000384398|entry=MEX3D_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,80,97,18,mRNA,distal_terminal,disorder_rich_spacer_region,Q86XN8|ensembl_protein_id=ENSP00000384398|entry=MEX3D_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12906|ensembl_protein_id=ENSP00000384660|entry=ILF3_HUMAN|source=pfam27|protein_name=Interleukin,SEG,692,718,27,mRNA,distal_terminal,gs_rich_neutral_region,Q12906|ensembl_protein_id=ENSP00000384660|entry=ILF3_HUMAN|source=pfam27|protein_name=Interleukin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12906|ensembl_protein_id=ENSP00000384660|entry=ILF3_HUMAN|source=pfam27|protein_name=Interleukin,SEG,830,845,16,mRNA,distal_terminal,gs_rich_neutral_region,Q12906|ensembl_protein_id=ENSP00000384660|entry=ILF3_HUMAN|source=pfam27|protein_name=Interleukin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPQ9|ensembl_protein_id=ENSP00000384795|entry=TNR6B_HUMAN|source=pfam27|protein_name=Trinucleotide,SEG,820,833,14,mRNA,distal_terminal,disorder_rich_spacer_region,Q9UPQ9|ensembl_protein_id=ENSP00000384795|entry=TNR6B_HUMAN|source=pfam27|protein_name=Trinucleotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UPQ9|ensembl_protein_id=ENSP00000384795|entry=TNR6B_HUMAN|source=pfam27|protein_name=Trinucleotide,SEG,1276,1297,22,mRNA,distal_terminal,glutamine_rich_region,Q9UPQ9|ensembl_protein_id=ENSP00000384795|entry=TNR6B_HUMAN|source=pfam27|protein_name=Trinucleotide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5U5Q3|ensembl_protein_id=ENSP00000385610|entry=MEX3C_HUMAN|source=pfam27|protein_name=RNA-binding,SEG,6,34,29,mRNA,distal_terminal,disorder_rich_spacer_region,Q5U5Q3|ensembl_protein_id=ENSP00000385610|entry=MEX3C_HUMAN|source=pfam27|protein_name=RNA-binding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5MCU0|ensembl_protein_id=ENSP00000385839|entry=B5MCU0_HUMAN|source=pfam27|protein_name=R3H,SEG,417,426,10,unknown,distal_terminal,disorder_rich_spacer_region,B5MCU0|ensembl_protein_id=ENSP00000385839|entry=B5MCU0_HUMAN|source=pfam27|protein_name=R3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A7N4I394|ensembl_protein_id=ENSP00000386458|entry=A0A7N4I394_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,SEG,308,334,27,snRNA,unclassified_no_pfam,disorder_rich_spacer_region,A0A7N4I394|ensembl_protein_id=ENSP00000386458|entry=A0A7N4I394_HUMAN|source=pfam27|protein_name=Pre-mRNA-processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9Y4B4|ensembl_protein_id=ENSP00000386520|entry=ARIP4_HUMAN|source=pfam38|protein_name=Helicase,SEG,15,34,20,unknown,distal_terminal,acidic_region,Q9Y4B4|ensembl_protein_id=ENSP00000386520|entry=ARIP4_HUMAN|source=pfam38|protein_name=Helicase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8ZZ98|ensembl_protein_id=ENSP00000386608|entry=B8ZZ98_HUMAN|source=pfam38|protein_name=U4/U6.U5,SEG,2,17,16,mRNA,distal_terminal,sr_rs_repeat_region,B8ZZ98|ensembl_protein_id=ENSP00000386608|entry=B8ZZ98_HUMAN|source=pfam38|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8ZZ98|ensembl_protein_id=ENSP00000386608|entry=B8ZZ98_HUMAN|source=pfam38|protein_name=U4/U6.U5,SEG,9,44,36,mRNA,distal_terminal,sr_rs_repeat_region,B8ZZ98|ensembl_protein_id=ENSP00000386608|entry=B8ZZ98_HUMAN|source=pfam38|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8ZZ98|ensembl_protein_id=ENSP00000386608|entry=B8ZZ98_HUMAN|source=pfam38|protein_name=U4/U6.U5,SEG,37,58,22,mRNA,domain_adjacent,sr_rs_repeat_region,B8ZZ98|ensembl_protein_id=ENSP00000386608|entry=B8ZZ98_HUMAN|source=pfam38|protein_name=U4/U6.U5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C9JAB2|ensembl_protein_id=ENSP00000386806|entry=C9JAB2_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,SEG,120,141,22,mRNA,domain_adjacent,sr_rs_repeat_region,C9JAB2|ensembl_protein_id=ENSP00000386806|entry=C9JAB2_HUMAN|source=pfam27|protein_name=Serine/arginine-rich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E7ETU5|ensembl_protein_id=ENSP00000387280|entry=E7ETU5_HUMAN|source=pfam27|protein_name=RNA,SEG,3,20,18,mRNA,domain_adjacent,disorder_rich_spacer_region,E7ETU5|ensembl_protein_id=ENSP00000387280|entry=E7ETU5_HUMAN|source=pfam27|protein_name=RNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16630|ensembl_protein_id=ENSP00000391774|entry=CPSF6_HUMAN|source=pfam27|protein_name=Cleavage,SEG,235,262,28,mRNA,distal_terminal,disorder_rich_spacer_region,Q16630|ensembl_protein_id=ENSP00000391774|entry=CPSF6_HUMAN|source=pfam27|protein_name=Cleavage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16630|ensembl_protein_id=ENSP00000391774|entry=CPSF6_HUMAN|source=pfam27|protein_name=Cleavage,SEG,286,311,26,mRNA,distal_terminal,disorder_rich_spacer_region,Q16630|ensembl_protein_id=ENSP00000391774|entry=CPSF6_HUMAN|source=pfam27|protein_name=Cleavage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16630|ensembl_protein_id=ENSP00000391774|entry=CPSF6_HUMAN|source=pfam27|protein_name=Cleavage,SEG,300,333,34,mRNA,distal_terminal,disorder_rich_spacer_region,Q16630|ensembl_protein_id=ENSP00000391774|entry=CPSF6_HUMAN|source=pfam27|protein_name=Cleavage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16630|ensembl_protein_id=ENSP00000391774|entry=CPSF6_HUMAN|source=pfam27|protein_name=Cleavage,SEG,525,548,24,mRNA,distal_terminal,aromatic_sticker_region,Q16630|ensembl_protein_id=ENSP00000391774|entry=CPSF6_HUMAN|source=pfam27|protein_name=Cleavage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O00571|ensembl_protein_id=ENSP00000392494|entry=DDX3X_HUMAN|source=pfam27|protein_name=ATP-dependent,SEG,604,623,20,mRNA,distal_terminal,polar_linker,O00571|ensembl_protein_id=ENSP00000392494|entry=DDX3X_HUMAN|source=pfam27|protein_name=ATP-dependent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5GAN6|ensembl_protein_id=ENSP00000392996|entry=RNS10_HUMAN|source=pfam27|protein_name=Inactive,SEG,10,26,17,unknown,distal_terminal,hydrophobic_region,Q5GAN6|ensembl_protein_id=ENSP00000392996|entry=RNS10_HUMAN|source=pfam27|protein_name=Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q00839|ensembl_protein_id=ENSP00000393151|entry=HNRPU_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,76,94,19,mRNA,domain_adjacent,acidic_region,Q00839|ensembl_protein_id=ENSP00000393151|entry=HNRPU_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q00839|ensembl_protein_id=ENSP00000393151|entry=HNRPU_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,160,175,16,mRNA,distal_terminal,polar_linker,Q00839|ensembl_protein_id=ENSP00000393151|entry=HNRPU_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15637|ensembl_protein_id=ENSP00000396793|entry=SF01_HUMAN|source=pfam27|protein_name=Splicing,SEG,467,484,18,mRNA,distal_terminal,disorder_rich_spacer_region,Q15637|ensembl_protein_id=ENSP00000396793|entry=SF01_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15637|ensembl_protein_id=ENSP00000396793|entry=SF01_HUMAN|source=pfam27|protein_name=Splicing,SEG,478,498,21,mRNA,distal_terminal,disorder_rich_spacer_region,Q15637|ensembl_protein_id=ENSP00000396793|entry=SF01_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15637|ensembl_protein_id=ENSP00000396793|entry=SF01_HUMAN|source=pfam27|protein_name=Splicing,SEG,495,512,18,mRNA,distal_terminal,disorder_rich_spacer_region,Q15637|ensembl_protein_id=ENSP00000396793|entry=SF01_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q15637|ensembl_protein_id=ENSP00000396793|entry=SF01_HUMAN|source=pfam27|protein_name=Splicing,SEG,574,589,16,mRNA,distal_terminal,disorder_rich_spacer_region,Q15637|ensembl_protein_id=ENSP00000396793|entry=SF01_HUMAN|source=pfam27|protein_name=Splicing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE35|ensembl_protein_id=ENSP00000398310|entry=CPEB3_HUMAN|source=pfam27|protein_name=Cytoplasmic,SEG,12,27,16,mRNA,distal_terminal,polar_linker,Q8NE35|ensembl_protein_id=ENSP00000398310|entry=CPEB3_HUMAN|source=pfam27|protein_name=Cytoplasmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE35|ensembl_protein_id=ENSP00000398310|entry=CPEB3_HUMAN|source=pfam27|protein_name=Cytoplasmic,SEG,163,188,26,mRNA,distal_terminal,disorder_rich_spacer_region,Q8NE35|ensembl_protein_id=ENSP00000398310|entry=CPEB3_HUMAN|source=pfam27|protein_name=Cytoplasmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8NE35|ensembl_protein_id=ENSP00000398310|entry=CPEB3_HUMAN|source=pfam27|protein_name=Cytoplasmic,SEG,220,240,21,mRNA,distal_terminal,disorder_rich_spacer_region,Q8NE35|ensembl_protein_id=ENSP00000398310|entry=CPEB3_HUMAN|source=pfam27|protein_name=Cytoplasmic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5RKV6|ensembl_protein_id=ENSP00000398597|entry=EXOS6_HUMAN|source=pfam27|protein_name=Exosome,SEG,156,171,16,diverse,domain_edge,disorder_rich_spacer_region,Q5RKV6|ensembl_protein_id=ENSP00000398597|entry=EXOS6_HUMAN|source=pfam27|protein_name=Exosome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6P158|ensembl_protein_id=ENSP00000405111|entry=DHX57_HUMAN|source=pfam38|protein_name=Putative,SEG,34,48,15,mRNA,distal_terminal,disorder_rich_spacer_region,Q6P158|ensembl_protein_id=ENSP00000405111|entry=DHX57_HUMAN|source=pfam38|protein_name=Putative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0A0MSN9|ensembl_protein_id=ENSP00000407528|entry=A0A0A0MSN9_HUMAN|source=pfam27|protein_name=Negative,SEG,190,237,48,mRNA,domain_adjacent,unmapped_physicochemical_properties,A0A0A0MSN9|ensembl_protein_id=ENSP00000407528|entry=A0A0A0MSN9_HUMAN|source=pfam27|protein_name=Negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P51991|ensembl_protein_id=ENSP00000408487|entry=ROA3_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,224,247,24,mRNA,domain_adjacent,aromatic_sticker_region,P51991|ensembl_protein_id=ENSP00000408487|entry=ROA3_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P51991|ensembl_protein_id=ENSP00000408487|entry=ROA3_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,237,266,30,mRNA,domain_adjacent,aromatic_sticker_region,P51991|ensembl_protein_id=ENSP00000408487|entry=ROA3_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P51991|ensembl_protein_id=ENSP00000408487|entry=ROA3_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,286,315,30,mRNA,distal_terminal,aromatic_sticker_region,P51991|ensembl_protein_id=ENSP00000408487|entry=ROA3_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P51991|ensembl_protein_id=ENSP00000408487|entry=ROA3_HUMAN|source=pfam27|protein_name=Heterogeneous,SEG,354,374,21,mRNA,distal_terminal,gs_rich_neutral_region,P51991|ensembl_protein_id=ENSP00000408487|entry=ROA3_HUMAN|source=pfam27|protein_name=Heterogeneous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13428|ensembl_protein_id=ENSP00000409944|entry=TCOF_HUMAN|source=pfam27|protein_name=Treacle,SEG,266,281,16,pre-rRNA,unclassified_no_pfam,acidic_region,Q13428|ensembl_protein_id=ENSP00000409944|entry=TCOF_HUMAN|source=pfam27|protein_name=Treacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q13428|ensembl_protein_id=ENSP00000409944|entry=TCOF_HUMAN|source=pfam27|protein_name=Treacle,SEG,335,351,17,pre-rRNA,unclassified_no_pfam,acidic_region,Q13428|ensembl_protein_id=ENSP00000409944|entry=TCOF_HUMAN|source=pfam27|protein_name=Treacle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
