uniprot_accession,uniprot_length,rnaprimaryclass,method,cluster_pam_k2,cluster_hierarchical_k2,cluster_pam_k3,cluster_hierarchical_k3,cluster_pam_k4,cluster_hierarchical_k4,cluster_pam_k5,cluster_hierarchical_k5,cluster_pam_k6,cluster_hierarchical_k6,cluster_pam_k7,cluster_hierarchical_k7,cluster_pam_k8,cluster_hierarchical_k8,cluster_pam_k9,cluster_hierarchical_k9,cluster_pam_k10,cluster_hierarchical_k10,cluster_hdbscan,hdbscan_confidence
Q02878,288.0,ribosomal protein,LCRFinder,1,2,2,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
Q96K58,619.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,5,2,6,2,7,0,8,-1,0.0
P79522,188.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,1.0
P78316,857.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q6P158,1386.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,5,3,6,3,7,3,8,-1,0.0
H0Y6E7,292.0,mRNA,LCRFinder,1,2,1,2,3,3,0,3,3,4,3,5,3,6,3,7,3,8,-1,0.0
Q9UMY1,257.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q96EG3,531.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
J3KQ82,459.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,0,5,0,6,-1,0.0
Q7L775,607.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,2,6,2,0.883026173481974
Q9H7Z6,458.0,ncRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,5,0,6,0,7,2,8,-1,0.0
Q8NAT2,981.0,ncRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,4,6,2,0.69849399529438
A0A0A0MSN9,333.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
O75534,798.0,mRNA,LCRFinder,0,2,0,2,1,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
P15170,499.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,0.7861514006419513
P51991,378.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
A6NDY0,278.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q13428,1488.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
Q9P1Y6,1649.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,3,3,1,3,1,3,1,4,1,4,-1,0.0
P62633,177.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,3,5,3,6,-1,0.0
P08865,295.0,ribosomal protein,LCRFinder,1,2,2,2,2,3,0,3,0,4,1,5,1,6,1,7,1,8,-1,0.0
Q5QJE6,756.0,pre-rRNA,LCRFinder,1,2,1,2,2,3,2,3,3,4,2,5,4,6,4,7,9,8,-1,0.0
Q13601,381.0,snoRNA,LCRFinder,1,2,2,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
Q9HBD1,1191.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q15477,1246.0,mRNA,LCRFinder,1,2,1,2,3,3,4,3,4,4,6,4,6,4,6,5,6,6,-1,0.0
Q8NE71,845.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
F8VVL1,160.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q9H0H0,1196.0,snRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
Q8WXF0,261.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,3,5,3,5,3,8,4,8,4,-1,0.0
Q9NWK9,470.0,snoRNA,LCRFinder,0,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
F6TAI2,324.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q8WUQ7,758.0,mRNA,LCRFinder,1,2,2,2,3,3,3,3,3,3,5,3,5,3,8,4,8,4,-1,0.0
Q96CB8,462.0,snRNA,LCRFinder,0,2,0,2,1,3,0,3,0,4,0,4,0,4,0,5,0,6,-1,0.0
P0C7T5,689.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,2,0.6307945433463608
Q5QPL9,237.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,3,6,-1,0.0
P54253,815.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,0,6,-1,0.0
Q9UHC7,482.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,4,6,4,6,5,6,6,-1,0.0
A0A0C4DG89,1032.0,snRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,8,7,8,8,-1,0.0
C9JE40,543.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,6,5,6,6,6,7,6,8,-1,0.0
Q9H2U1,1008.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,0,6,-1,0.0
Q9BWE0,567.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q8N7X1,1067.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q6PI26,577.0,snoRNA,LCRFinder,1,2,2,2,2,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
P56182,461.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,3,3,3,4,5,4,5,4,1,5,1,6,-1,0.0
Q86TG7,708.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q96EK7,910.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,0,1.0
C9J6P4,1024.0,ncRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q8IZH2,1706.0,diverse,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,0,6,-1,0.0
O15042,1029.0,snRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,8,7,8,8,-1,0.0
P38398,1863.0,ncRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q5T7N2,865.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
C9JP00,348.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,3,6,2,0.7747251073282956
Q969Z0,631.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,5,7,6,7,7,7,8,-1,0.0
E9PFF5,490.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,3,5,3,6,-1,0.0
P47914,159.0,ribosomal protein,LCRFinder,1,2,1,2,1,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
E9PB61,264.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
E7ET15,1028.0,snRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,8,7,8,8,-1,0.0
Q5H9U9,1706.0,ncRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,2,4,2,5,4,6,-1,0.0
Q4G0J3,582.0,ncRNA,LCRFinder,1,2,2,2,1,3,1,3,5,4,1,5,1,6,5,7,5,8,-1,0.0
D6R9W6,518.0,mRNA,LCRFinder,0,2,2,2,2,3,3,3,3,4,5,4,5,4,1,5,1,6,-1,0.0
F6VAP0,555.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
A0A0B4J203,849.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,6,5,6,6,6,7,6,8,-1,0.0
D6R954,199.0,tRNA,LCRFinder,0,2,2,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
Q9NP92,439.0,ribosomal protein,LCRFinder,0,2,2,2,3,3,3,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q9NQI0,724.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,3,5,3,6,3,7,3,8,-1,0.0
Q99729,332.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,5,3,6,3,7,3,8,-1,0.0
Q92540,1137.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,5,0,6,0,7,0,8,-1,0.0
Q9P2J5,1176.0,tRNA,LCRFinder,1,2,1,2,2,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q15797,465.0,ncRNA,LCRFinder,0,2,0,2,1,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
P53999,127.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,0,4,0,5,2,6,-1,0.0
Q8TC59,973.0,ncRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q2WGJ9,1857.0,unknown,LCRFinder,1,2,1,2,1,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
Q5TAP6,766.0,snoRNA,LCRFinder,1,2,2,2,2,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
E7ESL0,212.0,ribosomal protein,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,0,4,0,5,2,6,2,0.741857813445259
E5RJM0,639.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,0,6,-1,0.0
Q8N8Q3,282.0,tRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
E7ERJ7,604.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
O15372,352.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,3,4,0,4,0,5,3,6,-1,0.0
E5RJZ9,265.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
P49756,843.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
Q9UHX1,559.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,4,2,4,2,5,4,6,-1,0.0
E9PIF2,835.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q16560,246.0,snRNA,LCRFinder,1,2,1,2,3,3,3,3,3,4,3,4,3,4,8,5,8,6,-1,0.0
A1L020,520.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q9H0A0,1025.0,pre-rRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,0,4,0,5,4,6,-1,0.0
E9PMM9,218.0,ribosomal protein,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
E9PL19,596.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,4,2,4,2,5,4,6,-1,0.0
P29692,281.0,tRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
P78344,907.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,3,4,2,5,4,6,4,7,9,8,-1,0.0
Q9Y2W1,955.0,mRNA,LCRFinder,1,1,1,1,3,1,1,1,3,1,3,1,3,1,8,1,8,1,-1,0.0
H0YDK8,900.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,3,4,2,4,2,5,4,6,-1,0.0
P13489,461.0,diverse,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,2,4,2,5,4,6,2,0.6099582005667807
Q96HW7,963.0,snRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,0,1.0
P62851,125.0,ribosomal protein,LCRFinder,1,2,1,2,1,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
P62861,133.0,ribosomal protein,LCRFinder,1,2,2,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
Q7L2H7,374.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,0,0.9403456554650217
Q8N9N8,165.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,0.8556055320776307
Q14498,530.0,mRNA,LCRFinder,1,2,1,2,3,3,3,3,1,3,3,3,3,3,8,4,8,4,-1,0.0
Q12872,951.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q96CB9,384.0,pre-rRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,0,0.9233570488569873
Q8ND04,991.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,-1,0.0
P51513,507.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,2,6,-1,0.0
A0A0C4DGG8,1043.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q8IWX8,916.0,mRNA,LCRFinder,0,2,0,3,3,4,0,5,0,6,0,7,0,8,0,9,0,10,-1,0.0
Q96FC9,970.0,unknown,LCRFinder,0,2,2,2,2,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
Q9BZJ0,848.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
F5GYR3,275.0,pre-rRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,1.0
Q15233,471.0,ncRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,4,1,4,1,5,1,6,-1,0.0
Q8N1W1,1705.0,mRNA,LCRFinder,1,2,2,2,0,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q9Y4C8,960.0,pre-rRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
O60942,597.0,mRNA,LCRFinder,1,2,2,2,2,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q9UPS6,1966.0,ncRNA,LCRFinder,1,1,1,1,1,2,1,2,1,2,6,2,6,2,6,3,0,3,-1,0.0
O60522,2096.0,ncRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
P56270,477.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q7Z5Q1,589.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,0,6,-1,0.0
Q9Y5A9,579.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,5,3,6,3,7,0,8,-1,0.0
Q9NP64,241.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q9Y2P0,537.0,unknown,LCRFinder,0,2,0,3,0,4,0,4,0,5,4,6,0,7,0,8,0,9,-1,0.0
Q13360,481.0,unknown,LCRFinder,0,2,0,2,1,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
F8VQP2,1073.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,5,3,6,3,7,0,8,-1,0.0
O75123,536.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
Q5JTH9,1297.0,pre-rRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
A0A0G2JKY3,1061.0,tRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,-1,0.0
Q9UIF9,1905.0,ncRNA,LCRFinder,1,2,1,2,0,3,4,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
F8VU11,892.0,snRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
F8VXY6,228.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
F8VP89,275.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
O15037,678.0,mRNA,LCRFinder,0,2,0,2,3,3,4,3,4,4,3,4,3,4,3,5,3,6,-1,0.0
Q13243,272.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,3,5,3,5,3,8,4,8,4,-1,0.0
Q9HCK8,2581.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
G3V529,816.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
G3V5I6,420.0,mRNA,LCRFinder,0,2,2,2,2,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
G3V5X7,2519.0,ncRNA,LCRFinder,1,2,1,2,3,3,0,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
H0YLQ7,131.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
H3BM89,333.0,ribosomal protein,LCRFinder,1,2,1,2,3,3,3,3,1,4,3,4,3,4,3,5,3,6,-1,0.0
Q9H6T0,727.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q12788,808.0,snoRNA,LCRFinder,0,2,0,2,2,3,3,3,3,4,6,4,6,4,6,5,6,6,-1,0.0
H3BNJ4,201.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,1.0
Q14137,746.0,pre-rRNA,LCRFinder,1,2,2,2,2,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
H3BPD0,197.0,unknown,LCRFinder,1,2,2,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
H3BPE7,527.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
H3BPG5,128.0,mRNA,LCRFinder,1,2,2,2,3,3,3,3,0,3,5,3,5,3,8,4,8,4,-1,0.0
Q96F86,508.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,-1,0.0
A5YKK6,2376.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q9Y2V2,147.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,0.8354397674547102
H3BSG4,173.0,tRNA,LCRFinder,0,2,0,2,0,3,4,3,3,4,0,5,0,6,0,7,2,8,-1,0.0
D6RA96,785.0,unknown,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,2,4,2,5,4,6,2,0.7165057987056738
Q96J87,481.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,2,0.6129234565877705
I3L1L6,617.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q96SZ4,780.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q92667,903.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,5,2,6,2,7,4,8,-1,0.0
Q6P2Q9,2335.0,snRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,2,4,2,5,4,6,-1,0.0
A0A140TA76,344.0,mRNA,LCRFinder,1,2,1,2,3,3,3,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
A6NM28,416.0,unknown,LCRFinder,0,2,2,2,3,3,3,3,3,4,5,4,5,4,3,5,3,6,-1,0.0
J3QL05,130.0,mRNA,LCRFinder,1,2,2,2,3,3,3,3,5,3,5,3,5,3,8,4,8,4,-1,0.0
J3QS41,1943.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,3,4,2,4,2,5,4,6,-1,0.0
Q9C0B9,1178.0,unknown,LCRFinder,1,2,1,2,3,3,1,3,1,4,3,5,3,6,3,7,3,8,-1,0.0
A8MQ14,1090.0,unknown,LCRFinder,0,2,2,2,3,3,3,3,5,4,5,4,5,4,5,5,5,6,-1,0.0
Q15029,972.0,tRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
K7EJB9,349.0,mRNA,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
D6W5Y5,297.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,0,6,-1,0.0
K7EKH9,261.0,unknown,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,5,5,5,6,-1,0.0
O00411,1230.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q9BTD8,480.0,mRNA,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q9UKJ3,1502.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,8,7,8,8,-1,0.0
K7ER00,548.0,tRNA,LCRFinder,0,2,0,2,3,3,3,3,4,4,5,4,5,4,6,5,6,6,-1,0.0
O00267,1087.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,4,1,4,1,5,1,6,-1,0.0
Q9Y4Z0,139.0,snRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
M0QY97,910.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
M0QYX4,139.0,unknown,LCRFinder,0,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,-1,0.0
Q9ULX6,646.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A6NNF4,616.0,unknown,LCRFinder,0,2,0,2,2,3,2,3,3,3,2,3,4,3,4,4,9,5,-1,0.0
M0R1H0,178.0,snoRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
M0R226,184.0,ribosomal protein,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q9NW07,568.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
Q9GZY0,626.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,-1,0.0
P08621,437.0,snRNA,LCRFinder,1,2,1,2,1,3,1,3,3,3,1,3,1,3,8,4,8,4,-1,0.0
Q9Y230,463.0,mRNA,LCRFinder,0,2,0,2,3,3,3,3,3,4,5,4,5,4,0,5,2,6,-1,0.0
A6NHQ2,334.0,snoRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,4,3,4,3,5,3,6,-1,0.0
Q96T37,977.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,3,5,3,6,3,7,3,8,-1,0.0
Q96B70,501.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,0,4,2,4,2,5,4,6,-1,0.0
A6NFI3,1004.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
A0A087WVF4,1798.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
Q9Y2R4,599.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,1,3,1,3,1,3,1,3,1,4,1,5,-1,0.0
Q86XI8,627.0,unknown,LCRFinder,0,2,2,2,2,3,3,3,3,3,5,3,5,3,5,4,5,5,-1,0.0
A0A024RCN4,479.0,unknown,LCRFinder,1,2,2,2,2,3,4,3,4,4,6,5,6,6,6,7,6,8,-1,0.0
O94761,1208.0,unknown,LCRFinder,0,2,0,2,0,3,4,3,4,4,6,4,6,4,6,5,6,6,-1,0.0
A0A087X0J2,248.0,diverse,LCRFinder,0,2,0,2,0,3,4,3,4,4,4,4,7,4,7,5,7,6,0,1.0
A0A0D9SF53,733.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,0,4,0,5,0,6,-1,0.0
A0A0D9SFM0,1687.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
A0A286YFD1,2093.0,unknown,LCRFinder,0,2,0,2,0,3,3,3,4,4,5,4,5,4,6,5,6,6,-1,0.0
A0A2R8Y4L2,320.0,mRNA,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,3,4,3,5,0,6,-1,0.0
Q9HBD4,1679.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0A2R8Y6W8,807.0,unknown,LCRFinder,1,2,2,2,2,3,2,3,2,4,2,5,4,6,4,7,9,8,1,0.9181800323904517
Q14839,1912.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
Q9BYX4,1025.0,ncRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A6NKG5,1358.0,unknown,LCRFinder,0,2,0,2,0,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
Q9ULG1,1556.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,4,1,4,1,5,1,6,-1,0.0
A0A494C0I1,1111.0,unknown,LCRFinder,1,2,1,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
A0A494C1N8,1116.0,unknown,LCRFinder,1,2,1,2,2,3,3,3,5,3,5,3,5,3,5,4,5,5,-1,0.0
A0A590UJW6,1086.0,unknown,LCRFinder,0,2,0,2,3,3,0,3,0,4,0,4,0,4,0,5,0,6,-1,0.0
A0A7I2V5M7,476.0,unknown,LCRFinder,1,2,2,2,1,3,1,3,3,4,1,5,1,6,1,7,1,8,-1,0.0
A0A804HKV4,723.0,mRNA,LCRFinder,0,2,0,2,0,3,0,3,0,4,0,4,0,4,0,5,2,6,2,0.7857341948774677
A0A8I5KX04,1686.0,mRNA,LCRFinder,1,2,1,2,1,3,1,3,3,4,6,5,6,6,6,7,6,8,-1,0.0
A0A8I5KNN2,808.0,pre-rRNA,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
A0A8I5KSH6,925.0,unknown,LCRFinder,1,2,1,2,1,3,1,3,1,4,1,5,1,6,1,7,1,8,-1,0.0
