protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__glycine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
Q6P2D0,407.0,0,2,179,89.5,0.4398034398034398,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670391061452514,0.27932960893854747,False
P31943,449.0,2,3,276,92.0,0.6146993318485523,3+,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.007246376811594203,0.2753623188405797,False
Q8TE96,717.0,1,3,69,23.0,0.09623430962343096,3+,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.17391304347826086,False
Q9BVP2,549.0,1,3,73,24.333333333333332,0.13296903460837886,3+,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30136986301369867,0.410958904109589,False
A8MXP9,895.0,4,2,53,26.5,0.05921787709497207,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.03773584905660377,0.3018867924528302,False
Q8N9N2,400.0,0,1,208,208.0,0.52,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03846153846153846,0.2403846153846154,False
Q5T760,491.0,2,2,435,217.5,0.8859470468431772,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.11724137931034478,0.35172413793103446,False
P51825,1210.0,4,4,147,36.75,0.12148760330578512,3+,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.11564625850340136,0.2925170068027211,False
Q99613,913.0,3,4,63,15.75,0.06900328587075576,3+,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.17460317460317457,0.3333333333333333,False
Q9P2E3,1918.0,3,15,357,23.8,0.18613138686131386,3+,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,-0.00840336134453781,0.24369747899159663,False
P50914,215.0,0,4,59,14.75,0.2744186046511628,3+,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1864406779661017,0.3898305084745763,False
Q9Y4F3,1742.0,4,2,71,35.5,0.04075774971297359,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08450704225352113,0.19718309859154928,False
Q9BSV6,310.0,4,1,26,26.0,0.08387096774193549,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.2307692307692308,False
P62241,208.0,0,4,82,20.5,0.3942307692307692,3+,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.12195121951219512,0.2682926829268293,False
Q9NUM4,274.0,1,3,31,10.333333333333334,0.11313868613138686,3+,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.06451612903225806,False
A0A5H1ZRQ2,731.0,1,3,108,36.0,0.14774281805745554,3+,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518518518518514,0.2222222222222222,False
Q8NEJ9,315.0,0,1,78,78.0,0.24761904761904763,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.02564102564102564,0.1794871794871795,False
Q92945,711.0,0,4,100,25.0,0.14064697609001406,3+,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.03,0.19,False
P57081,412.0,1,4,86,21.5,0.2087378640776699,3+,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09302325581395349,0.2558139534883721,False
Q9BRP8,204.0,4,2,83,41.5,0.4068627450980392,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.012048192771084338,0.39759036144578314,False
Q3L8U1,2897.0,2,11,1730,157.27272727272728,0.5971694856748361,3+,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-3.722134995853126e-18,0.26705202312138726,False
Q8IXT5,1001.0,4,1,15,15.0,0.014985014985014986,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.5333333333333333,False
P57052,281.0,0,1,39,39.0,0.1387900355871886,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10256410256410262,0.2564102564102564,False
F8WDU6,201.0,0,1,20,20.0,0.09950248756218906,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,False
Q15061,677.0,4,3,66,22.0,0.09748892171344166,3+,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2727272727272727,0.48484848484848486,False
B5MCY1,1934.0,0,2,73,36.5,0.037745604963805586,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.0273972602739726,0.2465753424657534,False
Q12906,894.0,1,1,21,21.0,0.02348993288590604,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.19047619047619047,False
Q9HC16,384.0,0,1,14,14.0,0.036458333333333336,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2857142857142857,False
Q9BY44,585.0,0,2,28,14.0,0.04786324786324787,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10714285714285711,0.25,False
Q8N201,2190.0,1,1,106,106.0,0.048401826484018265,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1037735849056604,0.2358490566037736,False
Q99575,1024.0,0,3,220,73.33333333333333,0.21484375,3+,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12272727272727273,0.2772727272727273,False
G5E9G0,351.0,0,1,111,111.0,0.3162393162393162,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08108108108108109,0.3333333333333333,False
Q8IZ13,594.0,0,2,237,118.5,0.398989898989899,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379746835443038,0.26582278481012656,False
Q14966,1978.0,0,5,569,113.8,0.28766430738119314,3+,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.06854130052724075,0.34973637961335674,False
A0A7N4I394,994.0,1,3,681,227.0,0.6851106639839034,3+,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.020558002936857563,0.24963289280469894,False
Q9Y4B4,1467.0,4,3,49,16.333333333333332,0.033401499659168374,3+,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.061224489795918366,0.1836734693877551,False
P61129,1189.0,3,11,198,18.0,0.1665264928511354,3+,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.01515151515151516,0.23737373737373738,False
O75923,2080.0,3,9,512,56.888888888888886,0.24615384615384617,3+,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.013671874999999998,0.279296875,False
Q8NDG6,1382.0,1,2,25,12.5,0.01808972503617945,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.04,0.12,False
F6XMP4,155.0,2,1,155,155.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03870967741935484,0.232258064516129,False
P26639,723.0,3,8,203,25.375,0.28077455048409405,3+,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.004926108374384234,0.35960591133004927,False
E7EWR4,597.0,1,1,487,487.0,0.8157453936348409,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.002053388090349076,0.1663244353182751,False
Q2VPK5,515.0,1,2,157,78.5,0.3048543689320388,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006369426751592357,0.23566878980891715,False
P62750,156.0,0,1,12,12.0,0.07692307692307693,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4166666666666667,0.4166666666666667,False
P78346,268.0,1,1,12,12.0,0.04477611940298507,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0.25,False
Q96QC0,940.0,4,2,251,125.5,0.2670212765957447,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.055776892430278883,0.27091633466135456,False
E7ENR5,236.0,0,4,113,28.25,0.4788135593220339,3+,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01769911504424778,0.2300884955752212,False
J3QT46,619.0,3,8,136,17.0,0.2197092084006462,3+,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-0.014705882352941187,0.23529411764705882,True
Q8NB42,609.0,2,5,373,74.6,0.6124794745484401,3+,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04289544235924933,0.27882037533512066,False
C9JGP4,144.0,4,1,144,144.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.006944444444444444,0.3263888888888889,False
Q9H3J6,166.0,2,1,166,166.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08433734939759036,0.3012048192771085,False
Q5T8Z2,184.0,2,1,184,184.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04347826086956523,0.2826086956521739,False
Q14576,367.0,2,2,361,180.5,0.9836512261580381,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.019390581717451522,0.1800554016620499,False
Q5SZ64,190.0,2,1,190,190.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01578947368421053,0.21578947368421048,False
O77932,396.0,0,2,119,59.5,0.3005050505050505,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008403361344537811,0.29411764705882354,False
Q96LT9,517.0,4,1,20,20.0,0.03868471953578337,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.4,False
Q9Y3F4,350.0,1,1,11,11.0,0.03142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1818181818181818,0.1818181818181818,False
O00571,662.0,3,9,154,17.11111111111111,0.2326283987915408,3+,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.006493506493506502,0.2922077922077922,False
Q5TA45,600.0,1,2,58,29.0,0.09666666666666666,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.5313421029312504e-17,0.3103448275862069,False
X6RDA4,248.0,2,1,150,150.0,0.6048387096774194,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.3066666666666666,False
Q96P11,429.0,4,2,106,53.0,0.24708624708624707,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.11320754716981131,0.24528301886792456,False
Q00839,825.0,4,1,357,357.0,0.43272727272727274,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.08683473389355742,0.2605042016806723,False
P31944,242.0,2,2,234,117.0,0.9669421487603306,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.03418803418803419,0.3076923076923077,False
Q15366,365.0,2,1,241,241.0,0.6602739726027397,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1908713692946058,False
Q96I27,306.0,0,1,128,128.0,0.41830065359477125,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078125,0.265625,False
Q9UI10,523.0,0,2,249,124.5,0.47609942638623326,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05220883534136546,0.28514056224899603,False
Q7L2E3,1194.0,2,1,773,773.0,0.6474036850921273,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01423027166882277,0.2470892626131953,False
Q01085,375.0,0,1,181,181.0,0.4826666666666667,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01657458563535912,0.2375690607734807,False
Q6R2W3,1325.0,1,2,111,55.5,0.08377358490566038,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03603603603603603,0.19819819819819817,False
C9JCE0,148.0,4,2,41,20.5,0.27702702702702703,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.024390243902439025,0.4146341463414634,False
A2IDC7,194.0,1,1,50,50.0,0.25773195876288657,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.28,False
Q8IY81,847.0,4,1,65,65.0,0.07674144037780402,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4769230769230769,False
Q8NDF8,572.0,2,2,465,232.5,0.8129370629370629,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015053763440860216,0.2344086021505376,False
O14787,897.0,0,1,305,305.0,0.34002229654403565,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04262295081967213,0.21311475409836061,False
Q6PIY7,484.0,2,1,359,359.0,0.7417355371900827,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03342618384401114,0.245125348189415,False
P21128,410.0,1,1,120,120.0,0.2926829268292683,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06666666666666667,0.2666666666666667,False
Q8NE35,698.0,1,2,176,88.0,0.2521489971346705,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017045454545454544,0.0625,False
A0A087WXN2,151.0,1,1,44,44.0,0.2913907284768212,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.09090909090909091,0.2727272727272727,False
P32969,192.0,0,1,22,22.0,0.11458333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.04545454545454546,0.22727272727272727,False
Q53R41,847.0,1,1,15,15.0,0.01770956316410862,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2666666666666667,False
P62304,92.0,0,2,21,10.5,0.22826086956521738,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.09523809523809526,0.19047619047619047,False
Q8TCS8,783.0,0,2,168,84.0,0.21455938697318008,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.023809523809523808,0.2976190476190476,False
E7ERQ6,390.0,0,1,15,15.0,0.038461538461538464,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1333333333333333,0.1333333333333333,False
Q76FK4,1167.0,4,3,177,59.0,0.15167095115681234,3+,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.04519774011299435,0.3728813559322034,False
C9JZ88,88.0,2,1,88,88.0,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22727272727272727,0.3181818181818182,False
E9PE17,129.0,0,1,43,43.0,0.3333333333333333,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18604651162790703,0.2325581395348837,False
A0A0A0MSS9,486.0,1,1,22,22.0,0.04526748971193416,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1818181818181818,False
O75460,977.0,1,4,513,128.25,0.5250767656090072,3+,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.031189083820662766,0.22612085769980506,False
D4PHA4,493.0,2,1,454,454.0,0.920892494929006,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01541850220264317,0.2797356828193833,False
Q96Q15,3661.0,1,4,659,164.75,0.18000546298825457,3+,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003034901365705618,0.2094081942336874,False
P62269,152.0,2,1,126,126.0,0.8289473684210527,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1349206349206349,0.3571428571428572,False
B1AHC9,559.0,1,2,105,52.5,0.18783542039355994,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11428571428571427,0.3238095238095238,False
Q96K58,619.0,2,2,439,219.5,0.7092084006462036,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047835990888382696,0.24829157175398633,False
H0Y6A1,361.0,2,1,311,311.0,0.8614958448753463,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02572347266881029,0.2379421221864952,False
A0A0A0MSV7,84.0,1,1,73,73.0,0.8690476190476191,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0958904109589041,0.2328767123287671,False
P78316,857.0,4,1,15,15.0,0.01750291715285881,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.06666666666666667,0.3333333333333333,False
Q7L775,607.0,4,1,14,14.0,0.023064250411861616,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1428571428571428,0.5714285714285714,False
Q8NAT2,981.0,3,3,52,17.333333333333332,0.053007135575942915,3+,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.03846153846153846,0.2307692307692308,False
P41252,1262.0,0,3,185,61.666666666666664,0.14659270998415214,3+,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.043243243243243246,0.2702702702702703,False
A0A0A0MSN9,333.0,3,3,120,40.0,0.36036036036036034,3+,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.041666666666666664,0.5583333333333333,False
P15170,499.0,0,1,234,234.0,0.46893787575150303,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01282051282051282,0.2606837606837607,False
P51991,378.0,2,1,378,378.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.02116402116402116,0.24338624338624337,False
A6NDY0,278.0,2,2,272,136.0,0.9784172661870504,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0661764705882353,0.2647058823529412,False
Q9H633,154.0,2,1,154,154.0,1.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.06493506493506493,0.23376623376623376,False
Q96H35,190.0,2,1,177,177.0,0.9315789473684211,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02824858757062147,0.2655367231638418,False
A0A7I2XXS4,543.0,4,2,75,37.5,0.13812154696132597,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.01333333333333334,0.28,False
Q13428,1488.0,1,9,888,98.66666666666667,0.5967741935483871,3+,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,-0.0067567567567567545,0.268018018018018,False
E7ESC6,1088.0,3,7,446,63.714285714285715,0.4099264705882353,3+,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.002242152466367715,0.18161434977578475,False
Q9P1Y6,1649.0,4,1,18,18.0,0.010915706488781079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.4444444444444444,False
P62633,177.0,2,1,96,96.0,0.5423728813559322,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.3125,False
P08865,295.0,2,2,200,100.0,0.6779661016949152,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0049999999999999975,0.245,False
Q5QJE6,756.0,4,1,109,109.0,0.14417989417989419,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03669724770642202,0.23853211009174313,False
Q8TCP9,573.0,0,3,223,74.33333333333333,0.38917975567190227,3+,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02242152466367713,0.21973094170403587,False
Q9HBD1,1191.0,1,2,27,13.5,0.022670025188916875,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.07407407407407407,False
Q15477,1246.0,0,2,34,17.0,0.027287319422150885,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.058823529411764705,0.29411764705882354,False
Q8NE71,845.0,1,2,176,88.0,0.20828402366863905,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.07386363636363637,0.32386363636363646,False
E9PHM2,860.0,2,2,477,238.5,0.5546511627906977,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008385744234800839,0.2138364779874214,False
O95059,124.0,2,2,117,58.5,0.9435483870967742,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00854700854700855,0.1965811965811966,False
Q5CZA5,627.0,2,3,512,170.66666666666666,0.8165869218500797,3+,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0.2578125,False
X6RJY0,320.0,0,1,11,11.0,0.034375,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727272727,0.4545454545454545,False
Q9Y333,95.0,0,2,24,12.0,0.25263157894736843,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.041666666666666664,0.2916666666666667,False
Q5T7F5,372.0,1,1,28,28.0,0.07526881720430108,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0.3214285714285715,False
Q9H0H0,1196.0,1,5,176,35.2,0.14715719063545152,3+,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.01136363636363636,0.125,False
Q8WUQ7,758.0,1,5,176,35.2,0.23218997361477572,3+,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.09090909090909091,0.34090909090909094,False
P0C7T5,689.0,0,1,178,178.0,0.25834542815674894,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01685393258426966,0.1853932584269663,False
Q96BT7,664.0,2,2,536,268.0,0.8072289156626506,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005597014925373132,0.25559701492537307,False
Q5QPL9,237.0,2,1,157,157.0,0.6624472573839663,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1273885350318471,0.2420382165605096,False
P54253,815.0,0,2,380,190.0,0.4662576687116564,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.013157894736842103,0.181578947368421,False
Q9UHC7,482.0,2,2,473,236.5,0.9813278008298755,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.04228329809725158,0.26215644820295975,False
A0A0C4DG89,1032.0,4,2,132,66.0,0.12790697674418605,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3560606060606061,0.6287878787878788,False
Q9H2U1,1008.0,1,1,19,19.0,0.018849206349206348,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.1052631578947368,0.3157894736842105,False
Q9BWE0,567.0,1,1,16,16.0,0.02821869488536155,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125,0.5,False
F8WAS2,213.0,2,1,213,213.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03755868544600939,0.215962441314554,False
Q8N7X1,1067.0,0,1,109,109.0,0.1021555763823805,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09174311926605505,0.2935779816513762,False
Q6PI26,577.0,1,1,121,121.0,0.2097053726169844,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.115702479338843,0.2479338842975207,False
P56182,461.0,0,2,200,100.0,0.43383947939262474,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.881784197001253e-18,0.26,False
Q86TG7,708.0,1,1,86,86.0,0.12146892655367232,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01162790697674419,0.05813953488372093,False
H0Y863,132.0,2,1,132,132.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.03787878787878788,0.3106060606060606,False
Q96EK7,910.0,1,2,247,123.5,0.2714285714285714,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016194331983805665,0.21862348178137653,False
C9J7E5,957.0,1,3,240,80.0,0.2507836990595611,3+,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.02916666666666666,0.1875,False
C9J6P4,1024.0,3,6,375,62.5,0.3662109375,3+,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.03200000000000001,0.23466666666666663,False
Q8IZH2,1706.0,2,3,1529,509.6666666666667,0.8962485345838218,3+,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.004578155657292351,0.23741007194244604,False
O15042,1029.0,2,2,809,404.5,0.7862001943634597,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.03337453646477132,0.32014833127317677,False
