protein_id,protein_length,cluster_id,n_lcr,lcr_residues,mean_lcr_length,coverage,multiplicity_cat,pos__domain_intrinsic,pos__domain_edge,pos__domain_adjacent,pos__interdomain_linker,pos__distal_terminal,sig__acidic_region,sig__arginine_rich_rna_contact_region,sig__aromatic_aggregation_prone_region,sig__aromatic_sticker_region,sig__basic_enriched_region,sig__cation_pi_rich_neighborhood,sig__disorder_rich_spacer_region,sig__glutamine_rich_region,sig__gs_rich_neutral_region,sig__hydrophobic_region,sig__mixed_charge_polyampholyte,sig__polar_linker,sig__proline_rich_disordered_region,sig__rg_rgg_repeat_region,sig__serine_rich_region,sig__sr_rs_repeat_region,sig__unmapped_physicochemical_properties,ncpr,fcr,is_medoid
Q5TC82,1133.0,3,2,329,164.5,0.2903795233892321,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.00303951367781155,0.19148936170212771,False
Q96JY0,434.0,3,1,83,83.0,0.1912442396313364,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03614457831325301,0.1807228915662651,False
Q9NR48,2969.0,0,6,1720,286.6666666666667,0.5793196362411587,3+,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0.05116279069767442,0.2767441860465116,False
P55265,1226.0,0,1,159,159.0,0.12969004893964112,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.03144654088050314,0.2578616352201258,False
Q9Y3Y2,248.0,2,2,93,46.5,0.375,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.23655913978494625,0.25806451612903225,False
O60508,579.0,0,2,138,69.0,0.23834196891191708,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-0.04347826086956521,0.36231884057971014,False
Q14152,1382.0,4,1,832,832.0,0.6020260492040521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.01682692307692308,0.5913461538461539,False
O94874,794.0,0,1,92,92.0,0.11586901763224182,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07608695652173914,0.4673913043478261,False
Q99590,1463.0,0,2,1196,598.0,0.8174982911825017,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.011705685618729096,0.2993311036789298,False
Q9UNY4,1162.0,3,1,113,113.0,0.0972461273666093,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.008849557522123894,0.4336283185840708,False
Q5T481,1227.0,3,2,302,151.0,0.24612876935615322,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.06291390728476821,0.40728476821192056,False
O60832,514.0,4,1,124,124.0,0.24124513618677043,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1048387096774194,0.4435483870967742,False
O75940,238.0,4,1,75,75.0,0.31512605042016806,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1866666666666667,0.48,False
O60506,623.0,3,2,126,63.0,0.20224719101123595,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.11904761904761908,0.2619047619047619,False
Q9UHI6,824.0,3,2,128,64.0,0.1553398058252427,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.015625,0.28125,False
Q96IP4,442.0,2,1,27,27.0,0.06108597285067873,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1481481481481481,0.1481481481481481,False
Q14690,1871.0,4,2,226,113.0,0.1207910208444682,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.022123893805309738,0.4646017699115044,False
A0A0A0MRM9,708.0,0,1,662,662.0,0.9350282485875706,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.04078549848942598,0.3489425981873112,False
X6R7H2,631.0,1,1,196,196.0,0.31061806656101426,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1479591836734694,0.2806122448979592,False
Q5VTL8,546.0,1,1,311,311.0,0.5695970695970696,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1897106109324759,0.6270096463022508,False
O75607,178.0,1,1,22,22.0,0.12359550561797752,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6818181818181818,0.6818181818181818,False
Q9UKA9,531.0,2,1,52,52.0,0.09792843691148775,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.07692307692307693,False
P46777,297.0,4,1,65,65.0,0.21885521885521886,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2153846153846154,0.4307692307692308,False
A2PYH4,1435.0,0,1,79,79.0,0.05505226480836237,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0379746835443038,0.189873417721519,False
Q06787,632.0,4,1,25,25.0,0.03955696202531646,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.24,0.32,False
Q9H9Y2,349.0,4,1,46,46.0,0.1318051575931232,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3043478260869565,0.4782608695652174,False
Q6IPR3,259.0,1,1,13,13.0,0.05019305019305019,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7692307692307693,0.7692307692307693,False
Q16206,610.0,1,2,223,111.5,0.3655737704918033,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.07623318385650221,0.35426008968609857,False
Q8NC51,408.0,1,3,164,54.666666666666664,0.4019607843137255,3+,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.006097560975609756,0.3841463414634146,False
O15541,343.0,1,1,68,68.0,0.19825072886297376,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1470588235294118,0.4411764705882353,True
Q99459,802.0,1,2,188,94.0,0.2344139650872818,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05851063829787234,0.4946808510638298,False
Q13325,482.0,3,1,27,27.0,0.056016597510373446,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07407407407407407,0.2222222222222222,False
O95793,577.0,0,2,213,106.5,0.36915077989601386,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.09859154929577464,0.2582159624413145,False
Q9GZR2,422.0,4,1,181,181.0,0.42890995260663506,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1712707182320442,0.3701657458563536,False
Q96GM8,510.0,4,1,13,13.0,0.025490196078431372,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8461538461538461,1.0,False
P67809,324.0,0,2,210,105.0,0.6481481481481481,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.07619047619047618,0.31428571428571433,False
Q9UNP9,301.0,1,1,20,20.0,0.0664451827242525,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,0.55,False
P55795,449.0,2,2,96,48.0,0.21380846325167038,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.010416666666666664,0.11458333333333336,False
Q13310,644.0,0,1,82,82.0,0.12732919254658384,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02439024390243903,0.07317073170731707,False
Q9Y3A2,253.0,4,1,248,248.0,0.9802371541501976,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1330645161290323,0.4153225806451613,False
Q12874,501.0,1,1,40,40.0,0.07984031936127745,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.55,False
Q86U90,279.0,0,1,115,115.0,0.4121863799283154,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06956521739130435,0.1739130434782609,False
Q13823,731.0,3,1,252,252.0,0.3447332421340629,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.01587301587301587,0.4285714285714285,False
Q5D1E8,599.0,3,2,161,80.5,0.2687813021702838,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.031055900621118012,0.18012422360248445,False
Q8TD26,2715.0,0,5,517,103.4,0.19042357274401472,3+,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,-0.02127659574468086,0.3578336557059961,False
P46100,2492.0,1,4,1733,433.25,0.6954253611556982,3+,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.01673398730525101,0.395268320830929,False
Q9BQ39,737.0,1,2,192,96.0,0.26051560379918587,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.078125,0.4322916666666667,False
Q9Y237,131.0,2,1,33,33.0,0.25190839694656486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1212121212121212,0.2424242424242424,False
Q08170,494.0,1,1,317,317.0,0.6417004048582996,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2839116719242902,0.4542586750788644,False
Q9NX07,287.0,3,1,41,41.0,0.14285714285714285,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02439024390243903,0.02439024390243903,False
Q9H694,974.0,0,1,460,460.0,0.4722792607802875,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.006521739130434782,0.158695652173913,False
O43172,522.0,4,1,19,19.0,0.03639846743295019,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1578947368421053,0.6842105263157895,False
Q14692,1282.0,4,3,644,214.66666666666666,0.5023400936037441,3+,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.06987577639751558,0.4363354037267081,False
O43390,633.0,1,4,200,50.0,0.315955766192733,3+,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07999999999999999,0.22999999999999995,False
O15213,610.0,4,2,151,75.5,0.24754098360655738,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1986754966887417,0.42384105960264895,False
P20042,333.0,1,1,143,143.0,0.4294294294294294,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11888111888111891,0.5804195804195804,False
Q09161,790.0,0,1,53,53.0,0.0670886075949367,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.05660377358490566,0.5471698113207547,False
Q969E8,191.0,1,1,51,51.0,0.2670157068062827,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.392156862745098,0.4313725490196079,False
Q9NX05,1096.0,3,3,198,66.0,0.18065693430656934,3+,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01515151515151516,0.12626262626262627,False
Q5JVS0,413.0,1,2,261,130.5,0.6319612590799032,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.007662835249042118,0.39080459770114945,False
Q6BEB4,398.0,3,2,237,118.5,0.5954773869346733,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008438818565400841,0.0928270042194093,False
Q9H1J1,476.0,4,1,216,216.0,0.453781512605042,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004629629629629629,0.5324074074074074,False
J3KPD3,267.0,3,1,120,120.0,0.449438202247191,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04166666666666666,0.125,False
Q13825,339.0,0,1,61,61.0,0.17994100294985252,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.06557377049180328,0.06557377049180328,False
Q96T58,3664.0,0,4,3171,792.75,0.8654475982532751,3+,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,-0.010406811731315045,0.29549038158309676,False
Q96T21,854.0,0,4,526,131.5,0.6159250585480094,3+,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.020912547528517123,0.30228136882129275,False
Q5VYS8,1495.0,1,2,338,169.0,0.22608695652173913,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11538461538461536,0.4408284023668639,False
O60812,293.0,1,1,110,110.0,0.37542662116040953,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2363636363636364,0.4909090909090909,False
P61978,463.0,1,2,94,47.0,0.20302375809935205,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.02127659574468088,0.3404255319148936,False
P98179,157.0,2,1,69,69.0,0.4394904458598726,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1159420289855072,0.2318840579710145,False
P05388,317.0,2,1,39,39.0,0.12302839116719243,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.1538461538461539,False
Q9H4T2,348.0,0,1,134,134.0,0.3850574712643678,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.04477611940298507,0.4328358208955224,False
Q5SY16,702.0,2,1,44,44.0,0.06267806267806268,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.06818181818181818,0.1590909090909091,False
Q6PF06,316.0,4,1,60,60.0,0.189873417721519,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.45,False
Q9Y2L1,958.0,1,1,18,18.0,0.018789144050104383,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4444444444444444,0.6666666666666666,False
Q9P2E9,1410.0,0,1,1373,1373.0,0.973758865248227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01019664967225055,0.3204661325564457,False
Q5VUC9,145.0,4,1,43,43.0,0.296551724137931,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1395348837209302,0.5116279069767442,False
Q8N1G4,583.0,4,1,28,28.0,0.048027444253859346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.7142857142857143,False
O60293,1989.0,0,5,901,180.2,0.452991452991453,3+,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0.049944506104328525,0.3407325194228635,False
Q9BX46,236.0,3,1,82,82.0,0.3474576271186441,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02439024390243903,0.02439024390243903,False
Q9UHK0,495.0,0,3,310,103.33333333333333,0.6262626262626263,3+,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.04193548387096772,0.3064516129032258,False
Q5T6F2,1119.0,3,2,973,486.5,0.8695263628239499,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0010277492291880777,0.13257965056526208,False
Q12986,1120.0,3,1,158,158.0,0.14107142857142857,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05063291139240506,0.2658227848101266,False
O60870,393.0,1,3,194,64.66666666666667,0.49363867684478374,3+,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.05670103092783505,0.4484536082474227,False
P47813,144.0,1,1,28,28.0,0.19444444444444445,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5357142857142857,0.5357142857142857,False
O95373,1038.0,1,1,78,78.0,0.07514450867052024,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5384615384615384,0.5641025641025641,False
O15198,467.0,3,1,47,47.0,0.1006423982869379,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06382978723404255,0.06382978723404255,False
Q9BRS2,568.0,4,2,108,54.0,0.19014084507042253,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.08333333333333333,0.6018518518518519,False
Q96I25,401.0,1,1,122,122.0,0.30423940149625933,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.04098360655737705,0.5163934426229508,False
Q12926,359.0,2,1,35,35.0,0.09749303621169916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.05714285714285714,0.11428571428571428,False
Q8N567,271.0,4,1,102,102.0,0.3763837638376384,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1176470588235294,0.392156862745098,False
Q7L8L6,764.0,3,1,83,83.0,0.10863874345549739,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07228915662650602,0.144578313253012,False
Q01081,240.0,1,1,61,61.0,0.25416666666666665,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3114754098360656,0.5737704918032787,False
Q9BYN8,205.0,0,1,107,107.0,0.5219512195121951,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.018691588785046728,0.411214953271028,False
P62753,249.0,1,1,114,114.0,0.4578313253012048,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2631578947368421,0.45614035087719296,False
Q9H5H4,540.0,3,1,174,174.0,0.32222222222222224,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.1609195402298851,0.2988505747126437,False
Q9NWH9,1034.0,0,1,851,851.0,0.8230174081237911,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.01527614571092832,0.4500587544065805,False
Q9NWZ8,242.0,1,1,94,94.0,0.3884297520661157,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1382978723404255,0.4361702127659575,False
O75475,530.0,0,1,463,463.0,0.8735849056603774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.03023758099352052,0.4146868250539957,False
Q16594,264.0,0,2,123,61.5,0.4659090909090909,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.056910569105691054,0.17073170731707318,False
J3KPI1,630.0,0,1,431,431.0,0.6841269841269841,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02784222737819025,0.259860788863109,False
Q58A45,887.0,2,3,364,121.33333333333333,0.41037204058624577,3+,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.02747252747252748,0.12087912087912088,False
Q6UX04,472.0,0,1,296,296.0,0.6271186440677966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.02027027027027027,0.46621621621621623,False
Q92664,365.0,4,1,16,16.0,0.043835616438356165,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5625,0.6875,False
O00567,594.0,0,1,157,157.0,0.26430976430976433,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09554140127388536,0.45222929936305734,False
Q9NS39,739.0,4,1,15,15.0,0.02029769959404601,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7333333333333333,0.8666666666666667,False
P14678,240.0,2,2,148,74.0,0.6166666666666667,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.08783783783783781,0.08783783783783781,False
Q8NE18,718.0,4,1,18,18.0,0.025069637883008356,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6111111111111112,False
Q9UKK3,1724.0,3,1,248,248.0,0.14385150812064965,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03629032258064516,0.125,False
P62995,288.0,2,2,118,59.0,0.4097222222222222,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.23728813559322032,0.3728813559322034,False
A0A5K1VW79,999.0,3,3,532,177.33333333333334,0.5325325325325325,3+,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.015037593984962405,0.07894736842105263,False
P46087,812.0,1,3,401,133.66666666666666,0.4938423645320197,3+,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.012468827930174545,0.341645885286783,False
Q9P2P1,1898.0,2,2,233,116.5,0.12276080084299262,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00858369098712447,0.22317596566523606,False
J3KPK3,459.0,0,1,414,414.0,0.9019607843137255,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.07246376811594203,0.2801932367149759,False
Q8WWM7,1075.0,3,3,852,284.0,0.7925581395348837,3+,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.003521126760563379,0.1561032863849765,False
O43310,598.0,3,3,174,58.0,0.2909698996655518,3+,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005747126436781599,0.25862068965517243,False
A6NDE4,496.0,0,1,451,451.0,0.9092741935483871,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06651884700665188,0.2838137472283814,False
O43148,476.0,0,1,163,163.0,0.34243697478991597,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0245398773006135,0.4049079754601227,False
A0A140T8Y2,407.0,1,1,33,33.0,0.08108108108108109,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6666666666666666,0.7272727272727273,False
O60231,1041.0,1,1,315,315.0,0.3025936599423631,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.01904761904761905,0.4888888888888889,False
Q2Q1W2,868.0,0,1,172,172.0,0.19815668202764977,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02325581395348837,0.1162790697674419,False
Q9HCE5,456.0,1,2,107,53.5,0.23464912280701755,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.046728971962616786,0.4205607476635514,False
Q53F19,620.0,0,2,458,229.0,0.7387096774193549,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.028384279475982557,0.4039301310043668,False
A0A0A0MRZ1,733.0,0,2,309,154.5,0.42155525238744884,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.019417475728155338,0.18122977346278318,False
Q8N163,923.0,1,2,193,96.5,0.20910075839653305,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21243523316062177,0.39896373056994816,False
Q96L91,3159.0,2,11,1398,127.0909090909091,0.44254510921177587,3+,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.005722460658082972,0.14878397711015737,False
Q14444,709.0,0,3,473,157.66666666666666,0.6671368124118476,3+,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.05708245243128964,0.19661733615221988,False
Q8IYL2,757.0,3,1,27,27.0,0.035667107001321,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.1481481481481481,False
Q8N5X7,224.0,2,1,26,26.0,0.11607142857142858,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03846153846153846,0.1153846153846154,False
P40429,203.0,4,1,35,35.0,0.1724137931034483,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2857142857142857,0.6285714285714286,False
Q7Z6M4,381.0,1,1,60,60.0,0.15748031496062992,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,0.8,False
Q9BUJ2,856.0,3,5,509,101.8,0.594626168224299,3+,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.009823182711198431,0.1905697445972495,False
Q9UPU9,718.0,3,1,171,171.0,0.2381615598885794,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.02339181286549707,0.152046783625731,False
P24534,225.0,1,1,32,32.0,0.14222222222222222,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.46875,0.53125,False
Q9NYF8,920.0,3,2,805,402.5,0.875,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06459627329192547,0.3850931677018634,False
Q66PJ3,237.0,4,1,129,129.0,0.5443037974683544,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3023255813953488,0.4263565891472868,False
Q13595,282.0,2,2,135,67.5,0.4787234042553192,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.18518518518518517,0.31851851851851853,False
P55010,431.0,1,2,202,101.0,0.46867749419953597,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12376237623762373,0.4603960396039603,False
Q9UIF8,2168.0,0,7,1464,209.14285714285714,0.6752767527675276,3+,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.025273224043715844,0.305327868852459,False
Q9Y291,106.0,4,1,26,26.0,0.24528301886792453,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4230769230769231,0.6538461538461539,False
J3KPP4,489.0,4,1,227,227.0,0.46421267893660534,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1629955947136564,0.6475770925110133,False
Q9ULR0,285.0,1,1,105,105.0,0.3684210526315789,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1619047619047619,0.4666666666666667,False
P31943,449.0,2,2,96,48.0,0.21380846325167038,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.010416666666666664,0.11458333333333336,False
